"filename", "language", "TypeScript", "TypeScript React", "JSON with Comments", "JSON", "CSS", "Markdown", "HTML", "comment", "blank", "total"
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/meta/types.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/root/hooks.tsx", "TypeScript React", 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/root/reducer.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 7, 21
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/store.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/global.css", "CSS", 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/media.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 8, 7, 37
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/useHeaderHeight.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 3, 3, 23
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/util.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/tsconfig.json", "JSON with Comments", 0, 0, 24, 0, 0, 0, 0, 0, 0, 24
"Total", "-", 2284, 4557, 24, 27385, 6, 4, 17, 218, 837, 35332
