"filename", "language", "TypeScript", "TypeScript React", "CSS", "JSON with Comments", "Markdown", "Log", "JSON", "HTML", "comment", "blank", "total"
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/items/reducers.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 0, 0, 4, 4, 73
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/items/selectors.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/items/types.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 1, 9, 53
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/meta/actions.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/meta/operations.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/meta/reducers.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/meta/selectors.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/meta/types.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/root/reducer.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/redux/store.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 9, 29
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/global.css", "CSS", 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/media.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 8, 7, 33
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/useHeaderHeight.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 3, 3, 23
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/src/style/util.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/test.log", "Log", 0, 0, 0, 0, 0, 99, 0, 0, 0, 24, 123
"/Users/tsubasa/Desktop/dev/fbe/fbe-core/web/tsconfig.json", "JSON with Comments", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 24
"Total", "-", 1748, 3173, 6, 24, 4, 99, 27372, 20, 392, 727, 33565
